"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"723","DC - Kolkata Metropolitan Area","Kolkata Depot","5/19/2016","Sugar 5 kg",6,8,116,"23,200.00",81,1,75,"98%","97%","5/11/2016",70,8,233,"46,600.00","587,160.00","200",3,3,"226-255"
"724","DC - Kolkata Metropolitan Area","Kolkata Depot","5/18/2016","Sugar 5 kg",4,14,116,"23,200.00",81,1,75,"96%","93%","5/10/2016",73,8,215,"43,000.00","541,800.00","200",3,1,"196-225"
"725","DC - Kolkata Metropolitan Area","Kolkata Depot","5/17/2016","Sugar 5 kg",5,15,82,"16,400.00",81,1,75,"99%","98%","5/9/2016",60,8,220,"44,000.00","677,600.00","200",3,2,"196-225"
"726","DC - Kolkata Metropolitan Area","Kolkata Depot","5/16/2016","Sugar 5 kg",4,5,48,"9,600.00",81,1,75,"95%","90%","5/8/2016",62,8,203,"40,600.00","454,720.00","200",3,1,"196-225"
"727","DC - Kolkata Metropolitan Area","Kolkata Depot","5/15/2016","Sugar 5 kg",3,6,174,"34,800.00",81,1,75,"97%","91%","5/7/2016",60,8,244,"48,800.00","751,520.00","200",3,0,"226-255"
"728","DC - Kolkata Metropolitan Area","Kolkata Depot","5/14/2016","Sugar 5 kg",3,8,126,"25,200.00",81,1,75,"96%","99%","5/6/2016",61,8,221,"44,200.00","618,800.00","200",3,0,"196-225"
"729","DC - Kolkata Metropolitan Area","Kolkata Depot","5/13/2016","Sugar 5 kg",6,14,0,"0",81,1,75,"7%","91%","5/5/2016",72,8,239,"47,800.00","669,200.00","200",3,3,"226-255"
"730","DC - Kolkata Metropolitan Area","Kolkata Depot","5/12/2016","Sugar 5 kg",4,14,0,"0",81,1,75,"5%","91%","5/4/2016",71,8,217,"43,400.00","607,600.00","200",3,1,"196-225"
"731","DC - Kolkata Metropolitan Area","Kolkata Depot","5/11/2016","Sugar 5 kg",4,15,0,"0",81,1,75,"5%","91%","5/3/2016",66,8,210,"42,000.00","705,600.00","200",3,1,"196-225"
"732","DC - Kolkata Metropolitan Area","Kolkata Depot","5/10/2016","Sugar 5 kg",3,14,0,"0",81,1,75,"12%","97%","5/2/2016",72,8,250,"50,000.00","770,000.00","200",3,0,"226-255"
"733","DC - Kolkata Metropolitan Area","Kolkata Depot","5/9/2016","Sugar 5 kg",7,10,0,"0",81,1,75,"8%","92%","5/1/2016",71,8,212,"42,400.00","652,960.00","200",3,4,"196-225"
"734","DC - Kolkata Metropolitan Area","Kolkata Depot","5/8/2016","Sugar 5 kg",6,6,172,"34,400.00",81,1,75,"96%","94%","4/30/2016",71,8,240,"48,000.00","806,400.00","200",3,3,"226-255"
"735","DC - Kolkata Metropolitan Area","Kolkata Depot","5/7/2016","Sugar 5 kg",3,13,204,"40,800.00",81,1,75,"95%","91%","4/29/2016",66,8,204,"40,800.00","571,200.00","200",3,0,"196-225"
"736","DC - Kolkata Metropolitan Area","Kolkata Depot","5/6/2016","Sugar 5 kg",7,10,199,"39,800.00",81,1,75,"96%","96%","4/28/2016",73,8,214,"42,800.00","479,360.00","200",3,4,"196-225"
"737","DC - Kolkata Metropolitan Area","Kolkata Depot","5/5/2016","Sugar 5 kg",7,9,98,"19,600.00",81,1,75,"95%","95%","4/27/2016",63,8,203,"40,600.00","568,400.00","200",3,4,"196-225"
"738","DC - Kolkata Metropolitan Area","Kolkata Depot","5/4/2016","Sugar 5 kg",7,6,105,"21,000.00",81,1,75,"95%","98%","4/26/2016",62,8,238,"47,600.00","866,320.00","200",3,4,"226-255"
"739","DC - Kolkata Metropolitan Area","Kolkata Depot","5/3/2016","Sugar 5 kg",3,8,0,"0",81,1,75,"8%","93%","4/25/2016",74,8,242,"48,400.00","609,840.00","200",3,0,"226-255"
"740","DC - Kolkata Metropolitan Area","Kolkata Depot","5/2/2016","Sugar 5 kg",5,6,0,"0",81,1,75,"13%","98%","4/24/2016",64,8,227,"45,400.00","572,040.00","200",3,2,"226-255"
"741","DC - Kolkata Metropolitan Area","Kolkata Depot","5/1/2016","Sugar 5 kg",6,10,0,"0",81,1,75,"15%","93%","4/23/2016",65,8,208,"41,600.00","582,400.00","200",3,3,"196-225"
"742","DC - Kolkata Metropolitan Area","Kolkata Depot","6/8/2016","Vintage 12 Yr Old 700ml",3,7,123,"142,680.00",70,5,265,"99%","95%","5/29/2016",249,10,246,"285,360.00","3,595,536.00","1,160.00",3,0,"226-255"
"743","DC - Kolkata Metropolitan Area","Kolkata Depot","6/7/2016","Vintage 12 Yr Old 700ml",5,12,146,"169,360.00",13,1,11,"100%","99%","5/31/2016",9,7,215,"249,400.00","3,491,600.00","1,160.00",3,2,"196-225"
"744","DC - Kolkata Metropolitan Area","Kolkata Depot","6/6/2016","Vintage 12 Yr Old 700ml",5,11,178,"206,480.00",81,5,330,"100%","93%","6/2/2016",323,4,202,"234,320.00","3,936,576.00","1,160.00",3,2,"196-225"
"745","DC - Kolkata Metropolitan Area","Kolkata Depot","6/5/2016","Vintage 12 Yr Old 700ml",7,7,155,"179,800.00",26,1,22,"98%","96%","5/25/2016",19,11,240,"278,400.00","4,287,360.00","1,160.00",3,4,"226-255"
"746","DC - Kolkata Metropolitan Area","Kolkata Depot","6/4/2016","Vintage 12 Yr Old 700ml",7,9,166,"192,560.00",87,5,385,"98%","92%","5/23/2016",323,12,227,"263,320.00","4,423,776.00","1,160.00",3,4,"226-255"
"747","DC - Kolkata Metropolitan Area","Kolkata Depot","6/3/2016","Vintage 12 Yr Old 700ml",7,13,87,"100,920.00",70,5,265,"96%","93%","5/24/2016",249,10,217,"251,720.00","4,228,896.00","1,160.00",3,4,"196-225"
"748","DC - Kolkata Metropolitan Area","Kolkata Depot","6/2/2016","Vintage 12 Yr Old 700ml",4,9,75,"87,000.00",70,5,265,"99%","92%","5/23/2016",257,10,232,"269,120.00","3,014,144.00","1,160.00",3,1,"226-255"
"749","DC - Kolkata Metropolitan Area","Kolkata Depot","6/1/2016","Vintage 12 Yr Old 700ml",7,8,179,"207,640.00",70,5,265,"99%","99%","5/22/2016",252,10,216,"250,560.00","4,209,408.00","1,160.00",3,4,"196-225"
"750","DC - Kolkata Metropolitan Area","Kolkata Depot","5/31/2016","Vintage 12 Yr Old 700ml",4,14,200,"232,000.00",70,5,265,"99%","95%","5/21/2016",262,10,222,"257,520.00","3,244,752.00","1,160.00",3,1,"196-225"
"751","DC - Kolkata Metropolitan Area","Kolkata Depot","5/30/2016","Vintage 12 Yr Old 700ml",5,15,110,"127,600.00",70,5,265,"100%","96%","5/20/2016",244,10,231,"267,960.00","3,751,440.00","1,160.00",3,2,"226-255"
"752","DC - Kolkata Metropolitan Area","Kolkata Depot","5/29/2016","Vintage 12 Yr Old 700ml",6,7,162,"187,920.00",70,5,265,"100%","92%","5/19/2016",249,10,223,"258,680.00","3,259,368.00","1,160.00",3,3,"196-225"
"753","DC - Kolkata Metropolitan Area","Kolkata Depot","5/28/2016","Vintage 12 Yr Old 700ml",5,8,101,"117,160.00",70,5,265,"97%","96%","5/18/2016",241,10,210,"243,600.00","2,728,320.00","1,160.00",3,2,"196-225"
"754","DC - Kolkata Metropolitan Area","Kolkata Depot","5/27/2016","Vintage 12 Yr Old 700ml",7,5,83,"96,280.00",70,5,265,"99%","94%","5/17/2016",249,10,247,"286,520.00","3,610,152.00","1,160.00",3,4,"226-255"
"755","DC - Kolkata Metropolitan Area","Kolkata Depot","5/26/2016","Vintage 12 Yr Old 700ml",5,11,58,"67,280.00",70,5,265,"99%","94%","5/16/2016",241,10,239,"277,240.00","5,045,768.00","1,160.00",3,2,"226-255"
"756","DC - Kolkata Metropolitan Area","Kolkata Depot","5/25/2016","Vintage 12 Yr Old 700ml",7,6,161,"186,760.00",70,5,265,"96%","97%","5/15/2016",220,10,208,"241,280.00","4,053,504.00","1,160.00",3,4,"196-225"
"757","DC - Kolkata Metropolitan Area","Kolkata Depot","5/24/2016","Vintage 12 Yr Old 700ml",5,13,78,"90,480.00",70,5,265,"96%","94%","5/14/2016",246,10,244,"283,040.00","3,962,560.00","1,160.00",3,2,"226-255"
"758","DC - Kolkata Metropolitan Area","Kolkata Depot","5/23/2016","Vintage 12 Yr Old 700ml",6,15,117,"135,720.00",70,5,265,"99%","90%","5/13/2016",249,10,209,"242,440.00","2,715,328.00","1,160.00",3,3,"196-225"
"759","DC - Kolkata Metropolitan Area","Kolkata Depot","5/22/2016","Vintage 12 Yr Old 700ml",3,7,196,"227,360.00",70,5,265,"98%","94%","5/12/2016",233,10,213,"247,080.00","3,805,032.00","1,160.00",3,0,"196-225"
"760","DC - Kolkata Metropolitan Area","Kolkata Depot","5/21/2016","Vintage 12 Yr Old 700ml",4,9,56,"64,960.00",70,5,265,"99%","94%","5/11/2016",244,10,207,"240,120.00","4,370,184.00","1,160.00",3,1,"196-225"
"761","DC - Kolkata Metropolitan Area","Kolkata Depot","5/20/2016","Vintage 12 Yr Old 700ml",3,8,188,"218,080.00",70,5,265,"96%","93%","5/10/2016",241,10,229,"265,640.00","4,090,856.00","1,160.00",3,0,"226-255"
"762","DC - Kolkata Metropolitan Area","Kolkata Depot","5/19/2016","Vintage 12 Yr Old 700ml",6,14,139,"161,240.00",70,5,265,"97%","97%","5/9/2016",217,10,241,"279,560.00","4,305,224.00","1,160.00",3,3,"226-255"
"763","DC - Kolkata Metropolitan Area","Kolkata Depot","5/18/2016","Vintage 12 Yr Old 700ml",5,9,100,"116,000.00",70,5,265,"95%","92%","5/8/2016",241,10,230,"266,800.00","4,108,720.00","1,160.00",3,2,"226-255"
"764","DC - Kolkata Metropolitan Area","Kolkata Depot","5/17/2016","Vintage 12 Yr Old 700ml",3,6,149,"172,840.00",70,5,265,"97%","98%","5/7/2016",223,10,211,"244,760.00","4,111,968.00","1,160.00",3,0,"196-225"
"765","DC - Kolkata Metropolitan Area","Kolkata Depot","5/16/2016","Vintage 12 Yr Old 700ml",6,13,160,"185,600.00",70,5,265,"97%","93%","5/6/2016",260,10,227,"263,320.00","2,949,184.00","1,160.00",3,3,"226-255"
"766","DC - Kolkata Metropolitan Area","Kolkata Depot","5/15/2016","Vintage 12 Yr Old 700ml",7,14,88,"102,080.00",70,5,265,"99%","98%","5/5/2016",225,10,226,"262,160.00","4,037,264.00","1,160.00",3,4,"226-255"
"767","DC - Kolkata Metropolitan Area","Kolkata Depot","5/14/2016","Vintage 12 Yr Old 700ml",6,13,176,"204,160.00",70,5,265,"97%","91%","5/4/2016",262,10,246,"285,360.00","3,196,032.00","1,160.00",3,3,"226-255"
"768","DC - Kolkata Metropolitan Area","Kolkata Depot","5/13/2016","Vintage 12 Yr Old 700ml",5,15,187,"216,920.00",70,5,265,"97%","97%","5/3/2016",249,10,205,"237,800.00","2,663,360.00","1,160.00",3,2,"196-225"
"769","DC - Kolkata Metropolitan Area","Kolkata Depot","5/12/2016","Vintage 12 Yr Old 700ml",5,14,107,"124,120.00",70,5,265,"97%","92%","5/2/2016",252,10,220,"255,200.00","4,287,360.00","1,160.00",3,2,"196-225"
"770","DC - Kolkata Metropolitan Area","Kolkata Depot","5/11/2016","Vintage 12 Yr Old 700ml",4,8,62,"71,920.00",70,5,265,"98%","97%","5/1/2016",257,10,226,"262,160.00","4,404,288.00","1,160.00",3,1,"226-255"
"771","DC - Kolkata Metropolitan Area","Kolkata Depot","5/10/2016","Vintage 12 Yr Old 700ml",7,8,195,"226,200.00",70,5,265,"100%","91%","4/30/2016",241,10,231,"267,960.00","3,376,296.00","1,160.00",3,4,"226-255"
"772","DC - Kolkata Metropolitan Area","Kolkata Depot","5/9/2016","Vintage 12 Yr Old 700ml",3,15,185,"214,600.00",70,5,265,"96%","98%","4/29/2016",249,10,229,"265,640.00","4,834,648.00","1,160.00",3,0,"226-255"
"773","DC - Kolkata Metropolitan Area","Kolkata Depot","5/8/2016","Vintage 12 Yr Old 700ml",7,13,185,"214,600.00",70,5,265,"97%","94%","4/28/2016",246,10,250,"290,000.00","4,872,000.00","1,160.00",3,4,"226-255"
"774","DC - Kolkata Metropolitan Area","Kolkata Depot","5/7/2016","Vintage 12 Yr Old 700ml",5,8,190,"220,400.00",70,5,265,"96%","93%","4/27/2016",236,10,239,"277,240.00","5,045,768.00","1,160.00",3,2,"226-255"
"775","DC - Kolkata Metropolitan Area","Kolkata Depot","5/6/2016","Vintage 12 Yr Old 700ml",5,8,111,"128,760.00",70,5,265,"99%","93%","4/26/2016",254,10,215,"249,400.00","3,491,600.00","1,160.00",3,2,"196-225"
"776","DC - Kolkata Metropolitan Area","Kolkata Depot","5/5/2016","Vintage 12 Yr Old 700ml",6,12,71,"82,360.00",70,5,265,"100%","94%","4/25/2016",260,10,222,"257,520.00","3,244,752.00","1,160.00",3,3,"196-225"
"777","DC - Kolkata Metropolitan Area","Kolkata Depot","5/4/2016","Vintage 12 Yr Old 700ml",3,9,135,"156,600.00",70,5,265,"99%","96%","4/24/2016",257,10,215,"249,400.00","3,840,760.00","1,160.00",3,0,"196-225"
"778","DC - Kolkata Metropolitan Area","Kolkata Depot","5/3/2016","Vintage 12 Yr Old 700ml",4,13,149,"172,840.00",70,5,265,"100%","96%","4/23/2016",246,10,233,"270,280.00","3,783,920.00","1,160.00",3,1,"226-255"
"779","DC - Kolkata Metropolitan Area","Kolkata Depot","5/2/2016","Vintage 12 Yr Old 700ml",6,7,40,"46,400.00",70,5,265,"100%","91%","4/22/2016",249,10,215,"249,400.00","4,189,920.00","1,160.00",3,3,"196-225"
"780","DC - Kolkata Metropolitan Area","Kolkata Depot","5/1/2016","Vintage 12 Yr Old 700ml",7,15,154,"178,640.00",70,5,265,"100%","99%","4/21/2016",262,10,206,"238,960.00","2,676,352.00","1,160.00",3,4,"196-225"
"781","DC - Kolkata Metropolitan Area","Nadia Depot","6/8/2016","Natural Sour Apple Cocktail 3.2 litres",23,6,129,"11,610.00",55,4,188,"100%","93%","6/4/2016",180,4,82,"7,380.00","123,984.00","90",18,5,"75-105"
"782","DC - Kolkata Metropolitan Area","Nadia Depot","6/7/2016","Natural Sour Apple Cocktail 3.2 litres",25,10,196,"17,640.00",93,5,430,"100%","97%","5/30/2016",387,8,94,"8,460.00","94,752.00","90",18,7,"75-105"
"783","DC - Kolkata Metropolitan Area","Nadia Depot","6/6/2016","Natural Sour Apple Cocktail 3.2 litres",25,7,103,"9,270.00",26,3,66,"95%","97%","5/30/2016",61,7,104,"9,360.00","104,832.00","90",18,7,"75-105"
"784","DC - Kolkata Metropolitan Area","Nadia Depot","6/5/2016","Natural Sour Apple Cocktail 3.2 litres",20,7,166,"14,940.00",54,1,49,"96%","91%","5/23/2016",41,13,109,"9,810.00","123,606.00","90",18,2,"106-135"
"785","DC - Kolkata Metropolitan Area","Nadia Depot","6/4/2016","Natural Sour Apple Cocktail 3.2 litres",22,14,200,"18,000.00",14,4,48,"98%","92%","5/25/2016",39,10,87,"7,830.00","98,658.00","90",18,4,"75-105"
"786","DC - Kolkata Metropolitan Area","Nadia Depot","6/3/2016","Natural Sour Apple Cocktail 3.2 litres",20,12,196,"17,640.00",55,4,188,"98%","96%","5/30/2016",175,4,105,"9,450.00","158,760.00","90",18,2,"75-105"
"787","DC - Kolkata Metropolitan Area","Nadia Depot","6/2/2016","Natural Sour Apple Cocktail 3.2 litres",25,7,187,"16,830.00",55,4,188,"98%","95%","5/29/2016",177,4,102,"9,180.00","115,668.00","90",18,7,"75-105"
"788","DC - Kolkata Metropolitan Area","Nadia Depot","6/1/2016","Natural Sour Apple Cocktail 3.2 litres",23,10,197,"17,730.00",55,4,188,"98%","90%","5/28/2016",169,4,83,"7,470.00","83,664.00","90",18,5,"75-105"
"789","DC - Kolkata Metropolitan Area","Nadia Depot","5/31/2016","Natural Sour Apple Cocktail 3.2 litres",23,13,189,"17,010.00",55,4,188,"100%","94%","5/27/2016",175,4,108,"9,720.00","108,864.00","90",18,5,"106-135"
"790","DC - Kolkata Metropolitan Area","Nadia Depot","5/30/2016","Natural Sour Apple Cocktail 3.2 litres",21,15,142,"12,780.00",55,4,188,"97%","92%","5/26/2016",154,4,101,"9,090.00","114,534.00","90",18,3,"75-105"
"791","DC - Kolkata Metropolitan Area","Nadia Depot","5/29/2016","Natural Sour Apple Cocktail 3.2 litres",24,5,180,"16,200.00",55,4,188,"97%","93%","5/25/2016",156,4,81,"7,290.00","102,060.00","90",18,6,"75-105"
"792","DC - Kolkata Metropolitan Area","Nadia Depot","5/28/2016","Natural Sour Apple Cocktail 3.2 litres",21,8,47,"4,230.00",55,4,188,"96%","94%","5/24/2016",152,4,92,"8,280.00","92,736.00","90",18,3,"75-105"
"793","DC - Kolkata Metropolitan Area","Nadia Depot","5/27/2016","Natural Sour Apple Cocktail 3.2 litres",21,13,183,"16,470.00",55,4,188,"97%","91%","5/23/2016",165,4,88,"7,920.00","121,968.00","90",18,3,"75-105"
"794","DC - Kolkata Metropolitan Area","Nadia Depot","5/26/2016","Natural Sour Apple Cocktail 3.2 litres",22,12,118,"10,620.00",55,4,188,"100%","97%","5/22/2016",167,4,95,"8,550.00","155,610.00","90",18,4,"75-105"
"795","DC - Kolkata Metropolitan Area","Nadia Depot","5/25/2016","Natural Sour Apple Cocktail 3.2 litres",25,12,73,"6,570.00",55,4,188,"98%","95%","5/21/2016",184,4,91,"8,190.00","91,728.00","90",18,7,"75-105"
"796","DC - Kolkata Metropolitan Area","Nadia Depot","5/24/2016","Natural Sour Apple Cocktail 3.2 litres",25,14,114,"10,260.00",55,4,188,"95%","91%","5/20/2016",165,4,87,"7,830.00","131,544.00","90",18,7,"75-105"
"797","DC - Kolkata Metropolitan Area","Nadia Depot","5/23/2016","Natural Sour Apple Cocktail 3.2 litres",25,5,173,"15,570.00",55,4,188,"95%","97%","5/19/2016",154,4,92,"8,280.00","115,920.00","90",18,7,"75-105"
"798","DC - Kolkata Metropolitan Area","Nadia Depot","5/22/2016","Natural Sour Apple Cocktail 3.2 litres",20,13,58,"5,220.00",55,4,188,"99%","99%","5/18/2016",177,4,108,"9,720.00","149,688.00","90",18,2,"106-135"
"799","DC - Kolkata Metropolitan Area","Nadia Depot","5/21/2016","Natural Sour Apple Cocktail 3.2 litres",23,13,56,"5,040.00",55,4,188,"100%","99%","5/17/2016",150,4,81,"7,290.00","102,060.00","90",18,5,"75-105"
"800","DC - Kolkata Metropolitan Area","Nadia Depot","5/20/2016","Natural Sour Apple Cocktail 3.2 litres",22,6,93,"8,370.00",55,4,188,"99%","92%","5/16/2016",179,4,96,"8,640.00","145,152.00","90",18,4,"75-105"
"801","DC - Kolkata Metropolitan Area","Nadia Depot","5/19/2016","Natural Sour Apple Cocktail 3.2 litres",22,6,180,"16,200.00",55,4,188,"96%","99%","5/15/2016",171,4,81,"7,290.00","122,472.00","90",18,4,"75-105"
"802","DC - Kolkata Metropolitan Area","Nadia Depot","5/18/2016","Natural Sour Apple Cocktail 3.2 litres",25,15,84,"7,560.00",55,4,188,"98%","93%","5/14/2016",167,4,92,"8,280.00","92,736.00","90",18,7,"75-105"
"803","DC - Kolkata Metropolitan Area","Nadia Depot","5/17/2016","Natural Sour Apple Cocktail 3.2 litres",24,7,134,"12,060.00",55,4,188,"98%","92%","5/13/2016",169,4,87,"7,830.00","109,620.00","90",18,6,"75-105"
"804","DC - Kolkata Metropolitan Area","Nadia Depot","5/16/2016","Natural Sour Apple Cocktail 3.2 litres",25,14,171,"15,390.00",55,4,188,"99%","98%","5/12/2016",167,4,103,"9,270.00","155,736.00","90",18,7,"75-105"
"805","DC - Kolkata Metropolitan Area","Nadia Depot","5/15/2016","Natural Sour Apple Cocktail 3.2 litres",24,12,74,"6,660.00",55,4,188,"96%","91%","5/11/2016",165,4,91,"8,190.00","103,194.00","90",18,6,"75-105"
"806","DC - Kolkata Metropolitan Area","Nadia Depot","5/14/2016","Natural Sour Apple Cocktail 3.2 litres",23,14,51,"4,590.00",55,4,188,"98%","92%","5/10/2016",152,4,96,"8,640.00","145,152.00","90",18,5,"75-105"
"807","DC - Kolkata Metropolitan Area","Nadia Depot","5/13/2016","Natural Sour Apple Cocktail 3.2 litres",24,14,59,"5,310.00",55,4,188,"100%","99%","5/9/2016",169,4,81,"7,290.00","102,060.00","90",18,6,"75-105"
"808","DC - Kolkata Metropolitan Area","Nadia Depot","5/12/2016","Natural Sour Apple Cocktail 3.2 litres",22,15,59,"5,310.00",55,4,188,"95%","93%","5/8/2016",171,4,98,"8,820.00","111,132.00","90",18,4,"75-105"
"809","DC - Kolkata Metropolitan Area","Nadia Depot","5/11/2016","Natural Sour Apple Cocktail 3.2 litres",25,5,110,"9,900.00",55,4,188,"95%","90%","5/7/2016",156,4,93,"8,370.00","128,898.00","90",18,7,"75-105"
"810","DC - Kolkata Metropolitan Area","Nadia Depot","5/10/2016","Natural Sour Apple Cocktail 3.2 litres",22,15,194,"17,460.00",55,4,188,"99%","97%","5/6/2016",152,4,104,"9,360.00","170,352.00","90",18,4,"75-105"
"811","DC - Kolkata Metropolitan Area","Nadia Depot","5/9/2016","Natural Sour Apple Cocktail 3.2 litres",25,10,70,"6,300.00",55,4,188,"100%","96%","5/5/2016",175,4,80,"7,200.00","100,800.00","90",18,7,"75-105"
"812","DC - Kolkata Metropolitan Area","Nadia Depot","5/8/2016","Natural Sour Apple Cocktail 3.2 litres",20,15,59,"5,310.00",55,4,188,"95%","94%","5/4/2016",162,4,105,"9,450.00","119,070.00","90",18,2,"75-105"
"813","DC - Kolkata Metropolitan Area","Nadia Depot","5/7/2016","Natural Sour Apple Cocktail 3.2 litres",20,12,168,"15,120.00",55,4,188,"96%","99%","5/3/2016",162,4,100,"9,000.00","113,400.00","90",18,2,"75-105"
"814","DC - Kolkata Metropolitan Area","Nadia Depot","5/6/2016","Natural Sour Apple Cocktail 3.2 litres",22,10,59,"5,310.00",55,4,188,"97%","92%","5/2/2016",169,4,109,"9,810.00","151,074.00","90",18,4,"106-135"
"815","DC - Kolkata Metropolitan Area","Nadia Depot","5/5/2016","Natural Sour Apple Cocktail 3.2 litres",24,14,88,"7,920.00",55,4,188,"96%","93%","5/1/2016",167,4,105,"9,450.00","145,530.00","90",18,6,"75-105"
"816","DC - Kolkata Metropolitan Area","Nadia Depot","5/4/2016","Natural Sour Apple Cocktail 3.2 litres",23,10,84,"7,560.00",55,4,188,"100%","93%","4/30/2016",186,4,92,"8,280.00","127,512.00","90",18,5,"75-105"
"817","DC - Kolkata Metropolitan Area","Nadia Depot","5/3/2016","Natural Sour Apple Cocktail 3.2 litres",25,15,204,"18,360.00",55,4,188,"98%","97%","4/29/2016",177,4,83,"7,470.00","94,122.00","90",18,7,"75-105"
"818","DC - Kolkata Metropolitan Area","Nadia Depot","5/2/2016","Natural Sour Apple Cocktail 3.2 litres",22,15,107,"9,630.00",55,4,188,"95%","93%","4/28/2016",182,4,101,"9,090.00","139,986.00","90",18,4,"75-105"
"819","DC - Kolkata Metropolitan Area","Nadia Depot","5/1/2016","Natural Sour Apple Cocktail 3.2 litres",22,12,208,"18,720.00",55,4,188,"96%","95%","4/27/2016",180,4,107,"9,630.00","175,266.00","90",18,4,"106-135"
"820","DC - Kolkata Metropolitan Area","Nadia Depot","6/8/2016","Penne with Roasted Vegetables 4.5 kg",25,13,71,"42,600.00",14,2,24,"97%","96%","6/4/2016",23,4,107,"64,200.00","988,680.00","600",18,7,"106-135"
"821","DC - Kolkata Metropolitan Area","Nadia Depot","6/7/2016","Penne with Roasted Vegetables 4.5 kg",24,11,55,"33,000.00",85,1,81,"95%","92%","6/4/2016",70,3,85,"51,000.00","785,400.00","600",18,6,"75-105"
"822","DC - Kolkata Metropolitan Area","Nadia Depot","6/6/2016","Penne with Roasted Vegetables 4.5 kg",24,15,103,"61,800.00",18,2,28,"100%","97%","5/27/2016",25,10,96,"57,600.00","645,120.00","600",18,6,"75-105"
"823","DC - Kolkata Metropolitan Area","Nadia Depot","6/5/2016","Penne with Roasted Vegetables 4.5 kg",20,10,167,"100,200.00",17,5,70,"95%","98%","5/30/2016",64,6,102,"61,200.00","1,028,160.00","600",18,2,"75-105"
"824","DC - Kolkata Metropolitan Area","Nadia Depot","6/4/2016","Penne with Roasted Vegetables 4.5 kg",22,10,174,"104,400.00",20,4,72,"95%","92%","5/29/2016",59,6,93,"55,800.00","1,015,560.00","600",18,4,"75-105"
"825","DC - Kolkata Metropolitan Area","Nadia Depot","6/3/2016","Penne with Roasted Vegetables 4.5 kg",25,11,200,"120,000.00",14,2,24,"97%","99%","5/30/2016",21,4,83,"49,800.00","557,760.00","600",18,7,"75-105"
"826","DC - Kolkata Metropolitan Area","Nadia Depot","6/2/2016","Penne with Roasted Vegetables 4.5 kg",23,6,101,"60,600.00",14,2,24,"97%","91%","5/29/2016",19,4,86,"51,600.00","650,160.00","600",18,5,"75-105"
"827","DC - Kolkata Metropolitan Area","Nadia Depot","6/1/2016","Penne with Roasted Vegetables 4.5 kg",20,7,187,"112,200.00",14,2,24,"96%","99%","5/28/2016",20,4,87,"52,200.00","584,640.00","600",18,2,"75-105"
"828","DC - Kolkata Metropolitan Area","Nadia Depot","5/31/2016","Penne with Roasted Vegetables 4.5 kg",23,11,51,"30,600.00",14,2,24,"95%","95%","5/27/2016",24,4,109,"65,400.00","915,600.00","600",18,5,"106-135"
