System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/12/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,14,0,Kgs,0,93,4,316,7%,96%,5/2/2016,262,10,207,"15,525.00","260,820.00",75
5/11/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,10,48,Kgs,"3,600.00",93,4,316,100%,97%,5/1/2016,281,10,248,"18,600.00","208,320.00",75
5/10/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,10,145,Kgs,"10,875.00",93,4,316,99%,95%,4/30/2016,253,10,231,"17,325.00","218,295.00",75
5/9/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,11,125,Kgs,"9,375.00",93,4,316,100%,95%,4/29/2016,288,10,249,"18,675.00","235,305.00",75
5/8/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,7,202,Kgs,"15,150.00",93,4,316,100%,98%,4/28/2016,288,10,213,"15,975.00","290,745.00",75
5/7/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,8,201,Kgs,"15,075.00",93,4,316,96%,98%,4/27/2016,291,10,249,"18,675.00","261,450.00",75
5/6/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,13,186,Kgs,"13,950.00",93,4,316,99%,98%,4/26/2016,281,10,207,"15,525.00","260,820.00",75
5/5/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,10,0,Kgs,0,93,4,316,7%,96%,4/25/2016,256,10,200,"15,000.00","210,000.00",75
5/4/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,15,0,Kgs,0,93,4,316,13%,99%,4/24/2016,307,10,248,"18,600.00","286,440.00",75
5/3/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,13,0,Kgs,0,93,4,316,13%,99%,4/23/2016,303,10,234,"17,550.00","294,840.00",75
5/2/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,8,44,Kgs,"3,300.00",93,4,316,96%,93%,4/22/2016,278,10,250,"18,750.00","262,500.00",75
5/1/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,7,83,Kgs,"6,225.00",93,4,316,95%,94%,4/21/2016,297,10,216,"16,200.00","272,160.00",75
6/8/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,15,202,Kgs,"40,400.00",81,1,75,98%,90%,5/31/2016,67,8,240,"48,000.00","806,400.00",200
6/7/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,5,14,0,Kgs,0,64,4,220,11%,94%,5/29/2016,202,9,245,"49,000.00","548,800.00",200
6/6/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,5,0,Kgs,0,95,5,380,11%,93%,6/2/2016,323,4,220,"44,000.00","492,800.00",200
6/5/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,7,105,Kgs,"21,000.00",82,5,385,100%,93%,5/28/2016,347,8,214,"42,800.00","539,280.00",200
6/4/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,13,89,Kgs,"17,800.00",22,5,80,97%,98%,5/23/2016,67,12,245,"49,000.00","686,000.00",200
6/3/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,5,10,79,Kgs,"15,800.00",81,1,75,96%,96%,5/26/2016,71,8,208,"41,600.00","582,400.00",200
6/2/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,5,14,125,Kgs,"25,000.00",81,1,75,98%,99%,5/25/2016,60,8,215,"43,000.00","481,600.00",200
6/1/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,5,0,Kgs,0,81,1,75,5%,99%,5/24/2016,65,8,248,"49,600.00","624,960.00",200
5/31/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,14,0,Kgs,0,81,1,75,13%,96%,5/23/2016,65,8,233,"46,600.00","521,920.00",200
5/30/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,15,0,Kgs,0,81,1,75,11%,98%,5/22/2016,60,8,224,"44,800.00","815,360.00",200
5/29/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,13,0,Kgs,0,81,1,75,8%,98%,5/21/2016,68,8,234,"46,800.00","786,240.00",200
5/28/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,7,79,Kgs,"15,800.00",81,1,75,99%,97%,5/20/2016,74,8,243,"48,600.00","884,520.00",200
5/27/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,13,165,Kgs,"33,000.00",81,1,75,95%,94%,5/19/2016,68,8,227,"45,400.00","635,600.00",200
5/26/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,12,0,Kgs,0,81,1,75,7%,96%,5/18/2016,60,8,250,"50,000.00","560,000.00",200
5/25/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,9,0,Kgs,0,81,1,75,5%,90%,5/17/2016,60,8,213,"42,600.00","715,680.00",200
5/24/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,6,0,Kgs,0,81,1,75,10%,93%,5/16/2016,60,8,241,"48,200.00","674,800.00",200
5/23/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,13,170,Kgs,"34,000.00",81,1,75,96%,96%,5/15/2016,74,8,230,"46,000.00","772,800.00",200
5/22/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,11,173,Kgs,"34,600.00",81,1,75,99%,99%,5/14/2016,65,8,215,"43,000.00","722,400.00",200
5/21/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,9,94,Kgs,"18,800.00",81,1,75,98%,90%,5/13/2016,67,8,205,"41,000.00","746,200.00",200
5/20/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,9,129,Kgs,"25,800.00",81,1,75,98%,98%,5/12/2016,68,8,237,"47,400.00","530,880.00",200
5/19/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,8,116,Kgs,"23,200.00",81,1,75,98%,97%,5/11/2016,70,8,233,"46,600.00","587,160.00",200
5/18/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,14,116,Kgs,"23,200.00",81,1,75,96%,93%,5/10/2016,73,8,215,"43,000.00","541,800.00",200
5/17/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,5,15,82,Kgs,"16,400.00",81,1,75,99%,98%,5/9/2016,60,8,220,"44,000.00","677,600.00",200
5/16/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,5,48,Kgs,"9,600.00",81,1,75,95%,90%,5/8/2016,62,8,203,"40,600.00","454,720.00",200
5/15/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,6,174,Kgs,"34,800.00",81,1,75,97%,91%,5/7/2016,60,8,244,"48,800.00","751,520.00",200
5/14/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,8,126,Kgs,"25,200.00",81,1,75,96%,99%,5/6/2016,61,8,221,"44,200.00","618,800.00",200
5/13/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,14,0,Kgs,0,81,1,75,7%,91%,5/5/2016,72,8,239,"47,800.00","669,200.00",200
5/12/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,14,0,Kgs,0,81,1,75,5%,91%,5/4/2016,71,8,217,"43,400.00","607,600.00",200
5/11/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,4,15,0,Kgs,0,81,1,75,5%,91%,5/3/2016,66,8,210,"42,000.00","705,600.00",200
5/10/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,14,0,Kgs,0,81,1,75,12%,97%,5/2/2016,72,8,250,"50,000.00","770,000.00",200
5/9/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,10,0,Kgs,0,81,1,75,8%,92%,5/1/2016,71,8,212,"42,400.00","652,960.00",200
5/8/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,6,172,Kgs,"34,400.00",81,1,75,96%,94%,4/30/2016,71,8,240,"48,000.00","806,400.00",200
5/7/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,13,204,Kgs,"40,800.00",81,1,75,95%,91%,4/29/2016,66,8,204,"40,800.00","571,200.00",200
5/6/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,10,199,Kgs,"39,800.00",81,1,75,96%,96%,4/28/2016,73,8,214,"42,800.00","479,360.00",200
5/5/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,9,98,Kgs,"19,600.00",81,1,75,95%,95%,4/27/2016,63,8,203,"40,600.00","568,400.00",200
5/4/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,7,6,105,Kgs,"21,000.00",81,1,75,95%,98%,4/26/2016,62,8,238,"47,600.00","866,320.00",200
5/3/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,3,8,0,Kgs,0,81,1,75,8%,93%,4/25/2016,74,8,242,"48,400.00","609,840.00",200
5/2/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,5,6,0,Kgs,0,81,1,75,13%,98%,4/24/2016,64,8,227,"45,400.00","572,040.00",200
5/1/2016,Groceries,Sugar 5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,6,10,0,Kgs,0,81,1,75,15%,93%,4/23/2016,65,8,208,"41,600.00","582,400.00",200
6/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,7,123,ml,"142,680.00",70,5,265,99%,95%,5/29/2016,249,10,246,"285,360.00","3,595,536.00","1,160.00"
6/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,12,146,ml,"169,360.00",13,1,11,100%,99%,5/31/2016,9,7,215,"249,400.00","3,491,600.00","1,160.00"
6/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,11,178,ml,"206,480.00",81,5,330,100%,93%,6/2/2016,323,4,202,"234,320.00","3,936,576.00","1,160.00"
6/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,7,155,ml,"179,800.00",26,1,22,98%,96%,5/25/2016,19,11,240,"278,400.00","4,287,360.00","1,160.00"
6/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,9,166,ml,"192,560.00",87,5,385,98%,92%,5/23/2016,323,12,227,"263,320.00","4,423,776.00","1,160.00"
6/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,13,87,ml,"100,920.00",70,5,265,96%,93%,5/24/2016,249,10,217,"251,720.00","4,228,896.00","1,160.00"
6/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,4,9,75,ml,"87,000.00",70,5,265,99%,92%,5/23/2016,257,10,232,"269,120.00","3,014,144.00","1,160.00"
6/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,8,179,ml,"207,640.00",70,5,265,99%,99%,5/22/2016,252,10,216,"250,560.00","4,209,408.00","1,160.00"
5/31/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,4,14,200,ml,"232,000.00",70,5,265,99%,95%,5/21/2016,262,10,222,"257,520.00","3,244,752.00","1,160.00"
5/30/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,15,110,ml,"127,600.00",70,5,265,100%,96%,5/20/2016,244,10,231,"267,960.00","3,751,440.00","1,160.00"
5/29/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,7,162,ml,"187,920.00",70,5,265,100%,92%,5/19/2016,249,10,223,"258,680.00","3,259,368.00","1,160.00"
5/28/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,8,101,ml,"117,160.00",70,5,265,97%,96%,5/18/2016,241,10,210,"243,600.00","2,728,320.00","1,160.00"
5/27/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,5,83,ml,"96,280.00",70,5,265,99%,94%,5/17/2016,249,10,247,"286,520.00","3,610,152.00","1,160.00"
5/26/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,11,58,ml,"67,280.00",70,5,265,99%,94%,5/16/2016,241,10,239,"277,240.00","5,045,768.00","1,160.00"
5/25/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,6,161,ml,"186,760.00",70,5,265,96%,97%,5/15/2016,220,10,208,"241,280.00","4,053,504.00","1,160.00"
5/24/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,13,78,ml,"90,480.00",70,5,265,96%,94%,5/14/2016,246,10,244,"283,040.00","3,962,560.00","1,160.00"
5/23/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,15,117,ml,"135,720.00",70,5,265,99%,90%,5/13/2016,249,10,209,"242,440.00","2,715,328.00","1,160.00"
5/22/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,7,196,ml,"227,360.00",70,5,265,98%,94%,5/12/2016,233,10,213,"247,080.00","3,805,032.00","1,160.00"
5/21/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,4,9,56,ml,"64,960.00",70,5,265,99%,94%,5/11/2016,244,10,207,"240,120.00","4,370,184.00","1,160.00"
5/20/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,8,188,ml,"218,080.00",70,5,265,96%,93%,5/10/2016,241,10,229,"265,640.00","4,090,856.00","1,160.00"
5/19/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,14,139,ml,"161,240.00",70,5,265,97%,97%,5/9/2016,217,10,241,"279,560.00","4,305,224.00","1,160.00"
5/18/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,9,100,ml,"116,000.00",70,5,265,95%,92%,5/8/2016,241,10,230,"266,800.00","4,108,720.00","1,160.00"
5/17/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,6,149,ml,"172,840.00",70,5,265,97%,98%,5/7/2016,223,10,211,"244,760.00","4,111,968.00","1,160.00"
5/16/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,13,160,ml,"185,600.00",70,5,265,97%,93%,5/6/2016,260,10,227,"263,320.00","2,949,184.00","1,160.00"
5/15/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,14,88,ml,"102,080.00",70,5,265,99%,98%,5/5/2016,225,10,226,"262,160.00","4,037,264.00","1,160.00"
5/14/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,13,176,ml,"204,160.00",70,5,265,97%,91%,5/4/2016,262,10,246,"285,360.00","3,196,032.00","1,160.00"
5/13/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,15,187,ml,"216,920.00",70,5,265,97%,97%,5/3/2016,249,10,205,"237,800.00","2,663,360.00","1,160.00"
5/12/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,14,107,ml,"124,120.00",70,5,265,97%,92%,5/2/2016,252,10,220,"255,200.00","4,287,360.00","1,160.00"
5/11/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,4,8,62,ml,"71,920.00",70,5,265,98%,97%,5/1/2016,257,10,226,"262,160.00","4,404,288.00","1,160.00"
5/10/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,8,195,ml,"226,200.00",70,5,265,100%,91%,4/30/2016,241,10,231,"267,960.00","3,376,296.00","1,160.00"
5/9/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,15,185,ml,"214,600.00",70,5,265,96%,98%,4/29/2016,249,10,229,"265,640.00","4,834,648.00","1,160.00"
5/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,13,185,ml,"214,600.00",70,5,265,97%,94%,4/28/2016,246,10,250,"290,000.00","4,872,000.00","1,160.00"
5/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,8,190,ml,"220,400.00",70,5,265,96%,93%,4/27/2016,236,10,239,"277,240.00","5,045,768.00","1,160.00"
5/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,5,8,111,ml,"128,760.00",70,5,265,99%,93%,4/26/2016,254,10,215,"249,400.00","3,491,600.00","1,160.00"
5/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,12,71,ml,"82,360.00",70,5,265,100%,94%,4/25/2016,260,10,222,"257,520.00","3,244,752.00","1,160.00"
5/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,3,9,135,ml,"156,600.00",70,5,265,99%,96%,4/24/2016,257,10,215,"249,400.00","3,840,760.00","1,160.00"
5/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,4,13,149,ml,"172,840.00",70,5,265,100%,96%,4/23/2016,246,10,233,"270,280.00","3,783,920.00","1,160.00"
5/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,6,7,40,ml,"46,400.00",70,5,265,100%,91%,4/22/2016,249,10,215,"249,400.00","4,189,920.00","1,160.00"
5/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Kolkata Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,7,15,154,ml,"178,640.00",70,5,265,100%,99%,4/21/2016,262,10,206,"238,960.00","2,676,352.00","1,160.00"
6/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,6,129,Litres,"11,610.00",55,4,188,100%,93%,6/4/2016,180,4,82,"7,380.00","123,984.00",90
6/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,10,196,Litres,"17,640.00",93,5,430,100%,97%,5/30/2016,387,8,94,"8,460.00","94,752.00",90
6/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,7,103,Litres,"9,270.00",26,3,66,95%,97%,5/30/2016,61,7,104,"9,360.00","104,832.00",90
6/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,7,166,Litres,"14,940.00",54,1,49,96%,91%,5/23/2016,41,13,109,"9,810.00","123,606.00",90
6/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,14,200,Litres,"18,000.00",14,4,48,98%,92%,5/25/2016,39,10,87,"7,830.00","98,658.00",90
6/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,12,196,Litres,"17,640.00",55,4,188,98%,96%,5/30/2016,175,4,105,"9,450.00","158,760.00",90
6/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,7,187,Litres,"16,830.00",55,4,188,98%,95%,5/29/2016,177,4,102,"9,180.00","115,668.00",90
6/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,10,197,Litres,"17,730.00",55,4,188,98%,90%,5/28/2016,169,4,83,"7,470.00","83,664.00",90
5/31/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,13,189,Litres,"17,010.00",55,4,188,100%,94%,5/27/2016,175,4,108,"9,720.00","108,864.00",90
5/30/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,15,142,Litres,"12,780.00",55,4,188,97%,92%,5/26/2016,154,4,101,"9,090.00","114,534.00",90
5/29/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,24,5,180,Litres,"16,200.00",55,4,188,97%,93%,5/25/2016,156,4,81,"7,290.00","102,060.00",90
5/28/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,8,47,Litres,"4,230.00",55,4,188,96%,94%,5/24/2016,152,4,92,"8,280.00","92,736.00",90
5/27/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,13,183,Litres,"16,470.00",55,4,188,97%,91%,5/23/2016,165,4,88,"7,920.00","121,968.00",90
5/26/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,12,118,Litres,"10,620.00",55,4,188,100%,97%,5/22/2016,167,4,95,"8,550.00","155,610.00",90
5/25/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,12,73,Litres,"6,570.00",55,4,188,98%,95%,5/21/2016,184,4,91,"8,190.00","91,728.00",90
5/24/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,14,114,Litres,"10,260.00",55,4,188,95%,91%,5/20/2016,165,4,87,"7,830.00","131,544.00",90
5/23/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,5,173,Litres,"15,570.00",55,4,188,95%,97%,5/19/2016,154,4,92,"8,280.00","115,920.00",90
5/22/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,13,58,Litres,"5,220.00",55,4,188,99%,99%,5/18/2016,177,4,108,"9,720.00","149,688.00",90
5/21/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,13,56,Litres,"5,040.00",55,4,188,100%,99%,5/17/2016,150,4,81,"7,290.00","102,060.00",90
5/20/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,6,93,Litres,"8,370.00",55,4,188,99%,92%,5/16/2016,179,4,96,"8,640.00","145,152.00",90
5/19/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Nadia Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,6,180,Litres,"16,200.00",55,4,188,96%,99%,5/15/2016,171,4,81,"7,290.00","122,472.00",90
